Car VIN          ,Type of Car,# of seats,Avg. distance of rides,Avg. # of customers per day,Avg. Price per minute,Date      ,Time ,Location lonitude (current),Location latitude (current),Tank Filling (current)
WBANF73577C449220,Drive Now  ,5         ,18km                  ,10                         ,87�                  ,16.3.2018 ,2.12 ,11.28411547                ,48.10574163                ,68%
4A31K3DT8BE866701,Car2Go     ,2         ,39km                  ,25                         ,84�                  ,19.5.2017 ,16.8 ,11.70864400                ,48.8021352                 ,47%
3VW217AU2FM087354,Drive Now  ,4         ,6km                   ,12                         ,40�                  ,8.7.2017  ,4.10 ,11.72345254                ,48.6203705                 ,67%
2G4WS52J341170088,Car2Go     ,5         ,87km                  ,15                         ,41�                  ,2.6.2017  ,13.7 ,11.7753336                 ,48.6251658                 ,9%
4T1BK3DB3CU721776,Drive Now  ,2         ,4km                   ,24                         ,99�                  ,17.5.2017 ,1.52 ,11.76960496                ,48.21155403                ,72%
WVWAA7AH2AV262539,Drive Now  ,2         ,16km                  ,0                          ,31�                  ,11.3.2018 ,3.8  ,11.34540436                ,48.18677623                ,93%
WAUAFAFH8BN966735,Car2Go     ,3         ,56km                  ,24                         ,80�                  ,17.7.2017 ,14.43,11.64830210                ,48.17551793                ,76%
1D4PT4GK8BW359684,Drive Now  ,2         ,41km                  ,18                         ,50�                  ,29.12.2018,9.7  ,11.47717127                ,48.7828500                 ,39%
WA1AY74L28D373758,Car2Go     ,2         ,43km                  ,3                          ,43�                  ,25.11.2017,8.57 ,11.7290945                 ,48.15815425                ,97%
2HNYD18914H749448,Car2Go     ,2         ,86km                  ,20                         ,29�                  ,2.12.2018 ,9.34 ,11.13130705                ,48.5334751                 ,59%
JTDKTUD3XED905826,Drive Now  ,4         ,27km                  ,23                         ,81�                  ,3.6.2019  ,16.12,11.13538956                ,48.13614124                ,65%
WDDGF5EB3BA910541,Drive Now  ,5         ,80km                  ,18                         ,65�                  ,21.4.2018 ,12.7 ,11.58828099                ,48.2152800                 ,25%
1N4AL2AP9BN117168,Car2Go     ,4         ,21km                  ,25                         ,41�                  ,19.11.2017,22.30,11.50093568                ,48.9666976                 ,48%
1FADP5AU6EL217432,Drive Now  ,2         ,28km                  ,5                          ,73�                  ,19.1.2019 ,11.48,11.70938568                ,48.7330230                 ,52%
WAUET48H26K590680,Drive Now  ,4         ,51km                  ,8                          ,25�                  ,21.8.2019 ,1.32 ,11.32887970                ,48.25270602                ,73%
1FTWX3B54AE429546,Drive Now  ,5         ,51km                  ,30                         ,27�                  ,22.4.2018 ,18.14,11.73387968                ,48.24203470                ,45%
1FMEU3DEXAU447777,Drive Now  ,4         ,54km                  ,25                         ,52�                  ,12.1.2019 ,18.3 ,11.55055437                ,48.18445454                ,80%
4JGCB2FE5BA933312,Drive Now  ,4         ,44km                  ,25                         ,74�                  ,27.11.2018,23.8 ,11.30004865                ,48.10590284                ,33%
WAUFFAFL8EN233020,Car2Go     ,3         ,8km                   ,3                          ,42�                  ,13.3.2018 ,4.0  ,11.69545276                ,48.650059                  ,60%
4F2CY0C79AK742076,Drive Now  ,4         ,45km                  ,15                         ,64�                  ,17.6.2019 ,21.40,11.75607135                ,48.20128024                ,8%
WP0AB2A94FS432448,Car2Go     ,3         ,34km                  ,22                         ,76�                  ,30.5.2018 ,3.29 ,11.68038260                ,48.16976711                ,58%
SCFFDCCD9CG106376,Drive Now  ,2         ,83km                  ,1                          ,36�                  ,11.5.2017 ,7.30 ,11.35686928                ,48.21411012                ,14%
WAUKG78E86A529953,Car2Go     ,2         ,41km                  ,0                          ,29�                  ,23.11.2019,5.16 ,11.21403697                ,48.14931026                ,30%
1GD322CG6EF637163,Drive Now  ,3         ,2km                   ,22                         ,81�                  ,25.6.2017 ,10.20,11.80400831                ,48.22530880                ,85%
3VWC17AU5FM464117,Car2Go     ,2         ,53km                  ,26                         ,31�                  ,17.3.2017 ,2.4  ,11.61501585                ,48.1299574                 ,40%
2FMDK4GC6AB215989,Drive Now  ,2         ,82km                  ,28                         ,97�                  ,12.5.2019 ,13.50,11.59692601                ,48.27947619                ,32%
1N6AA0CA9AN015295,Drive Now  ,4         ,84km                  ,23                         ,62�                  ,29.4.2019 ,3.39 ,11.34981879                ,48.11897563                ,25%
3GYFNJE47AS860947,Drive Now  ,5         ,47km                  ,27                         ,42�                  ,13.8.2019 ,10.56,11.14203631                ,48.5159603                 ,98%
KNADM4A32F6817365,Drive Now  ,5         ,24km                  ,10                         ,27�                  ,6.3.2017  ,15.31,11.32529548                ,48.23339995                ,42%
1C4RDHDG2DC670526,Car2Go     ,2         ,17km                  ,19                         ,40�                  ,24.2.2018 ,0.58 ,11.49119338                ,48.22912518                ,21%
WAUSF78EX7A537105,Drive Now  ,2         ,86km                  ,0                          ,55�                  ,17.2.2017 ,0.53 ,11.17453912                ,48.20463093                ,78%
3C3CFFBR6ET798447,Car2Go     ,2         ,39km                  ,3                          ,25�                  ,15.10.2018,6.45 ,11.57833110                ,48.24355742                ,72%
WA1YD64B32N849335,Drive Now  ,2         ,57km                  ,4                          ,93�                  ,24.4.2017 ,11.44,11.68427216                ,48.23586260                ,75%
1GTG5AEA1F1325136,Drive Now  ,2         ,62km                  ,26                         ,31�                  ,13.3.2018 ,14.4 ,11.58181582                ,48.25081794                ,88%
1GD322CG1EF987042,Drive Now  ,2         ,13km                  ,20                         ,34�                  ,13.10.2018,5.59 ,11.38444635                ,48.8523348                 ,14%
SCBFU7ZA9FC206284,Car2Go     ,2         ,55km                  ,13                         ,65�                  ,27.8.2017 ,23.26,11.64163720                ,48.1653493                 ,47%
YV126MFB3F1657413,Drive Now  ,3         ,50km                  ,11                         ,68�                  ,26.3.2019 ,23.1 ,11.49561973                ,48.19098329                ,83%
WBAGK93441D940935,Drive Now  ,2         ,33km                  ,3                          ,52�                  ,11.10.2018,16.51,11.18607263                ,48.6214635                 ,17%
1G6AB5SA4F0481853,Car2Go     ,4         ,83km                  ,28                         ,74�                  ,1.12.2017 ,8.52 ,11.37093593                ,48.4629131                 ,53%
2T1BU4EE7DC925640,Car2Go     ,3         ,6km                   ,23                         ,88�                  ,10.8.2019 ,10.35,11.35338754                ,48.27886509                ,32%
1G6DV5EP2C0334186,Drive Now  ,3         ,73km                  ,25                         ,67�                  ,3.10.2018 ,0.34 ,11.53495166                ,48.11049541                ,45%
WAUPL68E55A605171,Drive Now  ,3         ,32km                  ,3                          ,45�                  ,9.11.2017 ,2.11 ,11.55051657                ,48.14729022                ,70%
3C6LD5BT2CG519127,Car2Go     ,2         ,63km                  ,30                         ,90�                  ,18.8.2019 ,2.58 ,11.48754671                ,48.16608320                ,99%
1G4PR5SK8E4526565,Drive Now  ,3         ,2km                   ,26                         ,45�                  ,18.4.2017 ,4.3  ,11.16953427                ,48.21067528                ,53%
WBA3T7C50FP011548,Car2Go     ,4         ,71km                  ,0                          ,60�                  ,31.6.2017 ,9.59 ,11.3142838                 ,48.11833701                ,95%
1N6AA0EJ2FN407846,Drive Now  ,4         ,12km                  ,5                          ,67�                  ,15.10.2018,2.10 ,11.17124423                ,48.20433528                ,90%
5N1AN0NW1EN971890,Car2Go     ,2         ,19km                  ,24                         ,82�                  ,24.8.2019 ,20.44,11.4472609                 ,48.21525381                ,14%
5YMGZ0C54BL364393,Drive Now  ,4         ,20km                  ,9                          ,68�                  ,18.9.2019 ,11.42,11.35402286                ,48.16118353                ,12%
3D4PG4FB7AT758094,Drive Now  ,2         ,11km                  ,7                          ,40�                  ,3.12.2018 ,15.51,11.8315491                 ,48.23347954                ,32%
